       0  0.0012
    0.28  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
    0.12  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
    0.32  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0013
       0  0.0013
       0  0.0013
    0.08  0.0013
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0012
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
     0.2  0.0013
       0  0.0013
       0  0.0013
    0.28  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
    0.32  0.0013
       0  0.0013
    0.12  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
    0.28  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
    0.12  0.0013
       0  0.0013
    0.32  0.0013
    0.08  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
    0.08  0.0013
    0.12  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
       0  0.0013
