Urban Storage Function Model Solved by R-K-G Method

   k       rain       obsq       calq
 317 0.000000000 0.001400000 0.003640032
 318 0.000000000 0.001400000 0.003693193
 319 0.000000000 0.001400000 0.003743204
 320 0.120000000 0.001400000 0.003793586
 321 0.120000000 0.001400000 0.003847855
 322 0.000000000 0.001400000 0.003902338
 323 0.080000000 0.001400000 0.003955821
 324 0.000000000 0.001400000 0.004008245
 325 0.000000000 0.001400000 0.004057100
 326 0.000000000 0.001400000 0.004102388
 327 0.000000000 0.001400000 0.004144121
 328 0.000000000 0.001400000 0.004182327
 329 0.000000000 0.001400000 0.004217044
 330 0.000000000 0.001500000 0.004248320
 331 0.320000000 0.001500000 0.004286790
 332 0.000000000 0.001500000 0.004332168
 333 0.000000000 0.001500000 0.004373693
 334 0.000000000 0.001500000 0.004411408
 335 0.000000000 0.001500000 0.004445365
 336 0.000000000 0.001500000 0.004475627
 337 0.000000000 0.001500000 0.004502269
 338 0.000000000 0.001500000 0.004525371
 339 0.400000000 0.001500000 0.004558999
 340 0.000000000 0.001500000 0.004602699
 341 0.000000000 0.001500000 0.004642240
 342 0.080000000 0.001500000 0.004680548
 343 0.120000000 0.001400000 0.004721919
 344 0.000000000 0.001400000 0.004763342
 345 0.000000000 0.001400000 0.004800459
 346 0.080000000 0.001400000 0.004836298
 347 0.000000000 0.001400000 0.004870828
 348 0.000000000 0.001400000 0.004901123
 349 0.000000000 0.001400000 0.004927280
 350 0.320000000 0.001400000 0.004961465
 351 0.000000000 0.001400000 0.005003281
 352 0.000000000 0.001400000 0.005040468
 353 0.000000000 0.001400000 0.005073119
 354 0.000000000 0.001400000 0.005101340
 355 0.000000000 0.001400000 0.005125245
 356 0.280000000 0.001400000 0.005155875
 357 0.000000000 0.001400000 0.005192858
 358 0.000000000 0.001400000 0.005225115
 359 0.000000000 0.001400000 0.005252761
 360 0.120000000 0.001400000 0.005280703
 361 0.120000000 0.001400000 0.005313648
 362 0.000000000 0.001400000 0.005346605
 363 0.000000000 0.001400000 0.005374771
 364 0.000000000 0.001400000 0.005398280
 365 0.000000000 0.001400000 0.005417274
 366 0.000000000 0.001400000 0.005431903
 367 0.000000000 0.001400000 0.005442323
 368 0.320000000 0.001400000 0.005461810
 369 0.360000000 0.001400000 0.005504682
 370 0.120000000 0.001400000 0.005561969
 371 0.120000000 0.001400000 0.005623417
 372 0.080000000 0.001400000 0.005687221
 373 0.000000000 0.001400000 0.005748182
 374 0.000000000 0.001500000 0.005802914
 375 0.320000000 0.001500000 0.005865464
 376 0.000000000 0.001500000 0.005935433
 377 0.400000000 0.001500000 0.006016444
 378 0.000000000 0.001500000 0.006108033
 379 0.080000000 0.001500000 0.006195694
 380 0.080000000 0.001500000 0.006283053
 381 0.000000000 0.001500000 0.006366313
 382 0.120000000 0.001500000 0.006447429
 383 0.000000000 0.001600000 0.006526292
 384 0.000000000 0.001600000 0.006597197
 385 0.000000000 0.001600000 0.006660266
 386 0.000000000 0.001600000 0.006715651
 387 0.000000000 0.001600000 0.006763527
 388 0.000000000 0.001600000 0.006804095
 389 0.200000000 0.001600000 0.006847509
 390 0.000000000 0.001600000 0.006893488
 391 0.000000000 0.001600000 0.006932036
 392 0.320000000 0.001700000 0.006979532
 393 0.000000000 0.001700000 0.007035400
 394 0.280000000 0.001700000 0.007097579
 395 0.000000000 0.001700000 0.007165621
 396 0.000000000 0.001700000 0.007225007
 397 0.000000000 0.001700000 0.007275947
 398 0.120000000 0.001700000 0.007324987
 399 0.000000000 0.001700000 0.007372052
 400 0.080000000 0.001800000 0.007415159
 401 0.000000000 0.001800000 0.007454351
 402 0.000000000 0.001800000 0.007485531
 403 0.000000000 0.001800000 0.007508996
 404 0.120000000 0.001800000 0.007531505
 405 0.000000000 0.001800000 0.007552977
 406 0.000000000 0.001800000 0.007567065
 407 0.320000000 0.001800000 0.007591406
 408 0.280000000 0.001800000 0.007640492
 409 0.080000000 0.001700000 0.007700317
 410 0.000000000 0.001700000 0.007755250
 411 0.000000000 0.001700000 0.007801059
 412 0.000000000 0.001700000 0.007838042
 413 0.120000000 0.001700000 0.007873209
 414 0.000000000 0.001700000 0.007906495
 415 0.000000000 0.001700000 0.007931327
 416 0.000000000 0.001700000 0.007948051
 417 0.000000000 0.001700000 0.007957023
 418 0.120000000 0.001700000 0.007965361
 419 0.000000000 0.001700000 0.007972977
 420 0.000000000 0.001700000 0.007973245
 421 0.400000000 0.001700000 0.007989098
 422 0.360000000 0.001700000 0.008039839
 423 0.000000000 0.001700000 0.008101356
 424 0.120000000 0.001700000 0.008159813
 425 0.000000000 0.001700000 0.008215154
 426 0.000000000 0.001700000 0.008260602
 427 0.120000000 0.001800000 0.008303493
 428 0.000000000 0.001800000 0.008343773
 429 0.000000000 0.001800000 0.008374597
 430 0.000000000 0.001800000 0.008396342
 431 0.680000000 0.002000000 0.008449524
 432 0.000000000 0.002000000 0.008532251
 433 0.120000000 0.002000000 0.008610667
 434 0.080000000 0.002100000 0.008689557
 435 0.120000000 0.002100000 0.008768892
 436 0.000000000 0.002200000 0.008843652
 437 0.000000000 0.002200000 0.008906653
 438 0.000000000 0.002200000 0.008958269
 439 0.000000000 0.002200000 0.008998904
 440 0.720000000 0.002300000 0.009073989
 441 0.080000000 0.002300000 0.009186577
 442 0.120000000 0.002300000 0.009298035
 443 0.000000000 0.002300000 0.009403100
 444 0.000000000 0.002300000 0.009494209
 445 0.200000000 0.002300000 0.009584806
 446 0.280000000 0.002400000 0.009693077
 447 0.440000000 0.002400000 0.009834385
 448 0.080000000 0.002500000 0.009994207
 449 0.000000000 0.002700000 0.010142384
 450 0.000000000 0.002700000 0.010273593
 451 0.120000000 0.002800000 0.010396525
 452 0.480000000 0.002900000 0.010545017
 453 0.400000000 0.002900000 0.010737946
 454 0.000000000 0.003000000 0.010939692
 455 0.000000000 0.003100000 0.011121002
 456 0.400000000 0.003100000 0.011311923
 457 0.200000000 0.003200000 0.011526690
 458 0.400000000 0.003200000 0.011765074
 459 0.000000000 0.003200000 0.012010621
 460 0.000000000 0.003300000 0.012231816
 461 0.120000000 0.003300000 0.012438477
 462 0.360000000 0.003500000 0.012659853
 463 0.120000000 0.003600000 0.012895066
 464 0.000000000 0.003600000 0.013113819
 465 0.320000000 0.003700000 0.013333430
 466 0.000000000 0.003700000 0.013553109
 467 0.200000000 0.003800000 0.013762743
 468 0.480000000 0.003900000 0.014004359
 469 0.000000000 0.003900000 0.014258609
 470 0.000000000 0.004200000 0.014482310
 471 0.320000000 0.004600000 0.014705353
 472 0.000000000 0.004600000 0.014926912
 473 0.000000000 0.005200000 0.015117421
 474 0.280000000 0.005900000 0.015304194
 475 0.400000000 0.005900000 0.015524840
 476 0.000000000 0.006700000 0.015750755
 477 0.000000000 0.006700000 0.015943282
 478 0.000000000 0.007500000 0.016398909
 479 0.320000000 0.007500000 0.016918311
 480 0.000000000 0.008300000 0.017436412
 481 0.000000000 0.009200000 0.017850880
 482 0.200000000 0.010200000 0.018231422
 483 0.000000000 0.010200000 0.018577843
 484 0.000000000 0.011100000 0.018826949
 485 0.400000000 0.011100000 0.019115972
 486 0.080000000 0.012100000 0.019466204
 487 0.000000000 0.012100000 0.019742862
 488 0.000000000 0.012100000 0.019923366
 489 0.000000000 0.012100000 0.020013012
 490 0.000000000 0.012100000 0.020017223
 491 0.000000000 0.012100000 0.019941479
 492 0.320000000 0.013200000 0.019898248
 493 0.000000000 0.013200000 0.019883085
 494 0.080000000 0.013200000 0.019816278
 495 0.120000000 0.013200000 0.019740833
 496 0.000000000 0.013200000 0.019630461
 497 0.400000000 0.013200000 0.019581786
 498 0.000000000 0.013200000 0.019587863
 499 0.000000000 0.012100000 0.019514850
 500 0.000000000 0.012100000 0.019368142
 501 0.080000000 0.012100000 0.019179578
 502 0.000000000 0.012100000 0.018951822
 503 0.320000000 0.012100000 0.018767613
 504 0.120000000 0.012100000 0.018661240
 505 0.080000000 0.012100000 0.018550115
 506 0.400000000 0.012100000 0.018526827
 507 0.000000000 0.011100000 0.018557147
 508 0.000000000 0.011100000 0.018509163
 509 0.000000000 0.011100000 0.018388082
 510 0.000000000 0.011100000 0.018199075
 511 0.000000000 0.011100000 0.017947234
 512 0.000000000 0.011100000 0.017637534
 513 0.080000000 0.010200000 0.017300601
 514 0.640000000 0.010200000 0.017144063
 515 0.000000000 0.010200000 0.017125877
 516 0.120000000 0.010200000 0.017074293
 517 0.280000000 0.010200000 0.017080673
 518 0.000000000 0.010200000 0.017101646
 519 0.000000000 0.010200000 0.017048197
 520 0.000000000 0.010200000 0.016925264
 521 0.000000000 0.010200000 0.016737747
 522 0.000000000 0.010200000 0.016490468
 523 0.000000000 0.010200000 0.016188141
 524 0.000000000 0.010200000 0.015929155
 525 0.520000000 0.010200000 0.015856325
 526 0.120000000 0.010200000 0.015827776
 527 0.360000000 0.010200000 0.015825876
 528 0.000000000 0.010200000 0.015836791
 529 0.000000000 0.011100000 0.015825488
 530 0.000000000 0.011100000 0.015793409
 531 0.000000000 0.011100000 0.015741985
 532 0.000000000 0.011100000 0.015672630
 533 0.000000000 0.011100000 0.015586727
 534 0.520000000 0.011100000 0.015535329
 535 0.400000000 0.011100000 0.015553321
 536 0.000000000 0.011100000 0.015586810
 537 0.080000000 0.011100000 0.015604928
 538 0.000000000 0.011100000 0.015608410
 539 0.000000000 0.012100000 0.015590644
 540 0.000000000 0.012100000 0.015553028
 541 0.520000000 0.012100000 0.015546685
 542 0.400000000 0.012100000 0.015606969
 543 0.000000000 0.012100000 0.015680275
 544 0.080000000 0.012100000 0.015735716
 545 0.000000000 0.013200000 0.015774045
 546 0.000000000 0.013200000 0.015788612
 547 0.000000000 0.013200000 0.015780839
 548 0.080000000 0.013200000 0.015759900
 549 0.720000000 0.013200000 0.015796202
 550 0.120000000 0.013200000 0.015888968
 551 0.000000000 0.014300000 0.015966037
 552 0.000000000 0.014300000 0.016118262
 553 0.000000000 0.014300000 0.016200908
 554 0.000000000 0.014300000 0.016207279
 555 0.080000000 0.014300000 0.016167515
 556 0.080000000 0.014300000 0.016109446
 557 0.120000000 0.014300000 0.016047000
 558 0.600000000 0.014300000 0.016144928
 559 0.120000000 0.014300000 0.016390404
 560 0.000000000 0.014300000 0.016586941
 561 0.000000000 0.014300000 0.016699463
 562 0.000000000 0.014300000 0.016732750
 563 0.080000000 0.015300000 0.016717232
 564 0.200000000 0.015300000 0.016719411
 565 0.720000000 0.015300000 0.016942348
 566 0.000000000 0.015300000 0.017305731
 567 0.000000000 0.015300000 0.017573941
 568 0.080000000 0.015300000 0.017777642
 569 0.000000000 0.015300000 0.017919605
 570 0.120000000 0.015300000 0.018016836
 571 0.120000000 0.015300000 0.018110187
 572 0.360000000 0.015300000 0.018278235
 573 0.320000000 0.015300000 0.018580494
 574 0.080000000 0.015300000 0.018917525
 575 0.000000000 0.015300000 0.019182862
 576 0.120000000 0.015300000 0.019393912
 577 0.280000000 0.015300000 0.019645892
 578 0.120000000 0.016500000 0.019935129
 579 0.480000000 0.016500000 0.020327802
 580 0.000000000 0.016500000 0.020775081
 581 0.000000000 0.016500000 0.021114031
 582 0.400000000 0.016500000 0.021486511
 583 0.000000000 0.016500000 0.021887375
 584 0.000000000 0.017700000 0.022179669
 585 0.440000000 0.017700000 0.022521308
 586 0.200000000 0.017700000 0.022975627
 587 0.360000000 0.017700000 0.023510449
 588 0.000000000 0.018900000 0.024049479
 589 0.320000000 0.018900000 0.024580558
 590 0.120000000 0.018900000 0.025143902
 591 0.480000000 0.018900000 0.025796850
 592 0.000000000 0.020100000 0.026488076
 593 0.080000000 0.020100000 0.027072169
 594 0.000000000 0.020100000 0.027552749
 595 0.320000000 0.020100000 0.028024256
 596 0.400000000 0.021300000 0.028633406
 597 0.200000000 0.021300000 0.029327096
 598 0.000000000 0.021300000 0.029950395
 599 0.000000000 0.022600000 0.030431182
 600 0.080000000 0.022600000 0.030806995
 601 0.120000000 0.022600000 0.031128728
 602 0.800000000 0.024000000 0.031677392
 603 0.000000000 0.024000000 0.032387724
 604 0.000000000 0.024000000 0.032943777
 605 0.000000000 0.025300000 0.033352750
 606 0.320000000 0.025300000 0.033749211
 607 0.600000000 0.026700000 0.034369673
 608 0.080000000 0.026700000 0.035102851
 609 0.120000000 0.028000000 0.035752805
 610 0.000000000 0.028000000 0.036289870
 611 0.280000000 0.029400000 0.036786131
 612 0.600000000 0.029400000 0.037487811
 613 0.000000000 0.030800000 0.038264109
 614 0.000000000 0.030800000 0.038865029
 615 0.120000000 0.032200000 0.039349579
 616 0.000000000 0.033700000 0.039722510
 617 0.360000000 0.033700000 0.040092954
 618 0.000000000 0.035200000 0.040456857
 619 0.520000000 0.035200000 0.040886197
 620 0.000000000 0.036700000 0.041371103
 621 0.120000000 0.036700000 0.041740706
 622 0.080000000 0.036700000 0.042034855
 623 0.280000000 0.038200000 0.042327662
 624 0.000000000 0.038200000 0.042581926
 625 0.560000000 0.038200000 0.042924736
 626 0.080000000 0.039700000 0.043379089
 627 0.080000000 0.039700000 0.043731877
 628 0.000000000 0.039700000 0.043953746
 629 0.280000000 0.039700000 0.044142054
 630 0.120000000 0.041200000 0.044348737
 631 0.440000000 0.042800000 0.044644882
 632 0.080000000 0.042800000 0.045003010
 633 0.080000000 0.042800000 0.045262163
 634 0.400000000 0.042800000 0.045571373
 635 0.120000000 0.044400000 0.045941356
 636 0.320000000 0.044400000 0.046334884
 637 0.080000000 0.044400000 0.046729620
 638 0.280000000 0.045900000 0.047109513
 639 0.200000000 0.045900000 0.047527280
 640 0.120000000 0.045900000 0.047907810
 641 0.320000000 0.045900000 0.048308817
 642 0.080000000 0.047500000 0.048707736
 643 0.520000000 0.047500000 0.049199249
 644 0.000000000 0.047500000 0.049734722
 645 0.520000000 0.049200000 0.050316864
 646 0.480000000 0.049200000 0.051161254
 647 0.000000000 0.050900000 0.052006833
 648 0.520000000 0.050900000 0.052877243
 649 0.360000000 0.052500000 0.053936661
 650 0.120000000 0.052500000 0.054981935
 651 0.440000000 0.054200000 0.056054476
 652 0.360000000 0.054200000 0.057265945
 653 0.200000000 0.055800000 0.058489088
 654 0.120000000 0.057600000 0.059602671
 655 0.600000000 0.059300000 0.060815041
 656 0.160000000 0.061000000 0.062133603
 657 0.240000000 0.061000000 0.063370426
 658 0.600000000 0.062800000 0.064757124
 659 0.120000000 0.064500000 0.066215746
 660 0.160000000 0.066300000 0.067511942
 661 0.400000000 0.068100000 0.068802577
