Urban Storage Function Model Solved by R-K-G Method

   k       rain       obsq       calq
 333 0.000000000 0.001500000 0.015245620
 334 0.000000000 0.001500000 0.015251938
 335 0.000000000 0.001500000 0.015242896
 336 0.000000000 0.001500000 0.015220393
 337 0.000000000 0.001500000 0.015186175
 338 0.000000000 0.001500000 0.015141838
 339 0.400000000 0.001500000 0.015156686
 340 0.000000000 0.001500000 0.015220765
 341 0.000000000 0.001500000 0.015262775
 342 0.080000000 0.001500000 0.015298765
 343 0.120000000 0.001400000 0.015349231
 344 0.000000000 0.001400000 0.015398299
 345 0.000000000 0.001400000 0.015426209
 346 0.080000000 0.001400000 0.015449063
 347 0.000000000 0.001400000 0.015466789
 348 0.000000000 0.001400000 0.015466757
 349 0.000000000 0.001400000 0.015451106
 350 0.320000000 0.001400000 0.015476726
 351 0.000000000 0.001400000 0.015536325
 352 0.000000000 0.001400000 0.015572858
 353 0.000000000 0.001400000 0.015588876
 354 0.000000000 0.001400000 0.015586752
 355 0.000000000 0.001400000 0.015568687
 356 0.280000000 0.001400000 0.015584951
 357 0.000000000 0.001400000 0.015629358
 358 0.000000000 0.001400000 0.015652040
 359 0.000000000 0.001400000 0.015655477
 360 0.120000000 0.001400000 0.015662711
 361 0.120000000 0.001400000 0.015693149
 362 0.000000000 0.001400000 0.015723129
 363 0.000000000 0.001400000 0.015732646
 364 0.000000000 0.001400000 0.015724110
 365 0.000000000 0.001400000 0.015699750
 366 0.000000000 0.001400000 0.015661615
 367 0.000000000 0.001400000 0.015611582
 368 0.320000000 0.001400000 0.015606534
 369 0.360000000 0.001400000 0.015700989
 370 0.120000000 0.001400000 0.015848307
 371 0.120000000 0.001400000 0.016002003
 372 0.080000000 0.001400000 0.016153774
 373 0.000000000 0.001400000 0.016282337
 374 0.000000000 0.001500000 0.016376146
 375 0.320000000 0.001500000 0.016495610
 376 0.000000000 0.001500000 0.016635013
 377 0.400000000 0.001500000 0.016808438
 378 0.000000000 0.001500000 0.017008556
 379 0.080000000 0.001500000 0.017176651
 380 0.080000000 0.001500000 0.017329500
 381 0.000000000 0.001500000 0.017453478
 382 0.120000000 0.001500000 0.017559286
 383 0.000000000 0.001600000 0.017647609
 384 0.000000000 0.001600000 0.017698834
 385 0.000000000 0.001600000 0.017717104
 386 0.000000000 0.001600000 0.017706306
 387 0.000000000 0.001600000 0.017670050
 388 0.000000000 0.001600000 0.017611675
 389 0.200000000 0.001600000 0.017571051
 390 0.000000000 0.001600000 0.017544580
 391 0.000000000 0.001600000 0.017495418
 392 0.320000000 0.001700000 0.017485356
 393 0.000000000 0.001700000 0.017507154
 394 0.280000000 0.001700000 0.017552029
 395 0.000000000 0.001700000 0.017614880
 396 0.000000000 0.001700000 0.017643824
 397 0.000000000 0.001700000 0.017642784
 398 0.120000000 0.001700000 0.017637552
 399 0.000000000 0.001700000 0.017627726
 400 0.080000000 0.001800000 0.017607473
 401 0.000000000 0.001800000 0.017577546
 402 0.000000000 0.001800000 0.017525188
 403 0.000000000 0.001800000 0.017453462
 404 0.120000000 0.001800000 0.017387128
 405 0.000000000 0.001800000 0.017324876
 406 0.000000000 0.001800000 0.017245515
 407 0.320000000 0.001800000 0.017209810
 408 0.280000000 0.001800000 0.017261035
 409 0.080000000 0.001700000 0.017345167
 410 0.000000000 0.001700000 0.017408302
 411 0.000000000 0.001700000 0.017438567
 412 0.000000000 0.001700000 0.017439748
 413 0.120000000 0.001700000 0.017437371
 414 0.000000000 0.001700000 0.017430950
 415 0.000000000 0.001700000 0.017399949
 416 0.000000000 0.001700000 0.017347560
 417 0.000000000 0.001700000 0.017276711
 418 0.120000000 0.001700000 0.017211920
 419 0.000000000 0.001700000 0.017151790
 420 0.000000000 0.001700000 0.017075160
 421 0.400000000 0.001700000 0.017056881
 422 0.360000000 0.001700000 0.017152138
 423 0.000000000 0.001700000 0.017274896
 424 0.120000000 0.001700000 0.017380435
 425 0.000000000 0.001700000 0.017469336
 426 0.000000000 0.001700000 0.017522000
 427 0.120000000 0.001800000 0.017564542
 428 0.000000000 0.001800000 0.017597041
 429 0.000000000 0.001800000 0.017599368
 430 0.000000000 0.001800000 0.017575179
 431 0.680000000 0.002000000 0.017653156
 432 0.000000000 0.002000000 0.017815830
 433 0.120000000 0.002000000 0.017954236
 434 0.080000000 0.002100000 0.018084517
 435 0.120000000 0.002100000 0.018207373
 436 0.000000000 0.002200000 0.018307751
 437 0.000000000 0.002200000 0.018366121
 438 0.000000000 0.002200000 0.018387171
 439 0.000000000 0.002200000 0.018375306
 440 0.720000000 0.002300000 0.018470603
 441 0.080000000 0.002300000 0.018669756
 442 0.120000000 0.002300000 0.018851115
 443 0.000000000 0.002300000 0.019000183
 444 0.000000000 0.002300000 0.019097796
 445 0.200000000 0.002300000 0.019188087
 446 0.280000000 0.002400000 0.019324139
 447 0.440000000 0.002400000 0.019546395
 448 0.080000000 0.002500000 0.019804145
 449 0.000000000 0.002700000 0.020008680
 450 0.000000000 0.002700000 0.020149732
 451 0.120000000 0.002800000 0.020257750
 452 0.480000000 0.002900000 0.020430907
 453 0.400000000 0.002900000 0.020714528
 454 0.000000000 0.003000000 0.020999252
 455 0.000000000 0.003100000 0.021205676
 456 0.400000000 0.003100000 0.021423493
 457 0.200000000 0.003200000 0.021688313
 458 0.400000000 0.003200000 0.021995895
 459 0.000000000 0.003200000 0.022296844
 460 0.000000000 0.003300000 0.022509926
 461 0.120000000 0.003300000 0.022669330
 462 0.360000000 0.003500000 0.022855828
 463 0.120000000 0.003600000 0.023063373
 464 0.000000000 0.003600000 0.023213779
 465 0.320000000 0.003700000 0.023357072
 466 0.000000000 0.003700000 0.023490470
 467 0.200000000 0.003800000 0.023591602
 468 0.480000000 0.003900000 0.023766022
 469 0.000000000 0.003900000 0.023958349
 470 0.000000000 0.004200000 0.024065300
 471 0.320000000 0.004600000 0.024166536
 472 0.000000000 0.004600000 0.024259236
 473 0.000000000 0.005200000 0.024276758
 474 0.280000000 0.005900000 0.024289780
 475 0.400000000 0.005900000 0.024384068
 476 0.000000000 0.006700000 0.024486536
 477 0.000000000 0.006700000 0.024511242
 478 0.000000000 0.007500000 0.024467675
 479 0.320000000 0.007500000 0.024435194
 480 0.000000000 0.008300000 0.024409477
 481 0.000000000 0.009200000 0.024322470
 482 0.200000000 0.010200000 0.024226402
 483 0.000000000 0.010200000 0.024121015
 484 0.000000000 0.011100000 0.023966317
 485 0.400000000 0.011100000 0.023856591
 486 0.080000000 0.012100000 0.023800061
 487 0.000000000 0.012100000 0.023706412
 488 0.000000000 0.012100000 0.023564396
 489 0.000000000 0.012100000 0.023381157
 490 0.000000000 0.012100000 0.023163213
 491 0.000000000 0.012100000 0.022916468
 492 0.320000000 0.013200000 0.022713945
 493 0.000000000 0.013200000 0.022547697
 494 0.080000000 0.013200000 0.022366144
 495 0.120000000 0.013200000 0.022196643
 496 0.000000000 0.013200000 0.022021390
 497 0.400000000 0.013200000 0.021901208
 498 0.000000000 0.013200000 0.021825843
 499 0.000000000 0.012100000 0.021710706
 500 0.000000000 0.012100000 0.021561575
 501 0.080000000 0.012100000 0.021400126
 502 0.000000000 0.012100000 0.021228111
 503 0.320000000 0.012100000 0.021097311
 504 0.120000000 0.012100000 0.021024468
 505 0.080000000 0.012100000 0.020955540
 506 0.400000000 0.012100000 0.020947397
 507 0.000000000 0.011100000 0.020973514
 508 0.000000000 0.011100000 0.020951938
 509 0.000000000 0.011100000 0.020888723
 510 0.000000000 0.011100000 0.020789482
 511 0.000000000 0.011100000 0.020659377
 512 0.000000000 0.011100000 0.020503122
 513 0.080000000 0.010200000 0.020340945
 514 0.640000000 0.010200000 0.020301053
 515 0.000000000 0.010200000 0.020347446
 516 0.120000000 0.010200000 0.020371119
 517 0.280000000 0.010200000 0.020429636
 518 0.000000000 0.010200000 0.020493181
 519 0.000000000 0.010200000 0.020507156
 520 0.000000000 0.010200000 0.020477557
 521 0.000000000 0.010200000 0.020409976
 522 0.000000000 0.010200000 0.020309587
 523 0.000000000 0.010200000 0.020181138
 524 0.000000000 0.010200000 0.020028957
 525 0.520000000 0.010200000 0.019959472
 526 0.120000000 0.010200000 0.019981710
 527 0.360000000 0.010200000 0.020056137
 528 0.000000000 0.010200000 0.020150432
 529 0.000000000 0.011100000 0.020193369
 530 0.000000000 0.011100000 0.020190921
 531 0.000000000 0.011100000 0.020148690
 532 0.000000000 0.011100000 0.020071884
 533 0.000000000 0.011100000 0.019965304
 534 0.520000000 0.011100000 0.019935784
 535 0.400000000 0.011100000 0.020048480
 536 0.000000000 0.011100000 0.020184154
 537 0.080000000 0.011100000 0.020279289
 538 0.000000000 0.011100000 0.020337511
 539 0.000000000 0.012100000 0.020347682
 540 0.000000000 0.012100000 0.020315638
 541 0.520000000 0.012100000 0.020350410
 542 0.400000000 0.012100000 0.020519391
 543 0.000000000 0.012100000 0.020703112
 544 0.080000000 0.012100000 0.020837953
 545 0.000000000 0.013200000 0.020928225
 546 0.000000000 0.013200000 0.020963235
 547 0.000000000 0.013200000 0.020949515
 548 0.080000000 0.013200000 0.020909379
 549 0.720000000 0.013200000 0.020991455
 550 0.120000000 0.013200000 0.021183515
 551 0.000000000 0.014300000 0.021330284
 552 0.000000000 0.014300000 0.021412735
 553 0.000000000 0.014300000 0.021438100
 554 0.000000000 0.014300000 0.021413227
 555 0.080000000 0.014300000 0.021360904
 556 0.080000000 0.014300000 0.021300519
 557 0.120000000 0.014300000 0.021241549
 558 0.600000000 0.014300000 0.021289910
 559 0.120000000 0.014300000 0.021428216
 560 0.000000000 0.014300000 0.021526254
 561 0.000000000 0.014300000 0.021564667
 562 0.000000000 0.014300000 0.021550507
 563 0.080000000 0.015300000 0.021506832
 564 0.200000000 0.015300000 0.021477939
 565 0.720000000 0.015300000 0.021592681
 566 0.000000000 0.015300000 0.021787797
 567 0.000000000 0.015300000 0.021910238
 568 0.080000000 0.015300000 0.021984533
 569 0.000000000 0.015300000 0.022015366
 570 0.120000000 0.015300000 0.022016944
 571 0.120000000 0.015300000 0.022016784
 572 0.360000000 0.015300000 0.022065101
 573 0.320000000 0.015300000 0.022195463
 574 0.080000000 0.015300000 0.022339385
 575 0.000000000 0.015300000 0.022429527
 576 0.120000000 0.015300000 0.022481007
 577 0.280000000 0.015300000 0.022556204
 578 0.120000000 0.016500000 0.022650494
 579 0.480000000 0.016500000 0.022805102
 580 0.000000000 0.016500000 0.022983557
 581 0.000000000 0.016500000 0.023084192
 582 0.400000000 0.016500000 0.023201358
 583 0.000000000 0.016500000 0.023328885
 584 0.000000000 0.017700000 0.023382614
 585 0.440000000 0.017700000 0.023465983
 586 0.200000000 0.017700000 0.023614192
 587 0.360000000 0.017700000 0.023803990
 588 0.000000000 0.018900000 0.023984704
 589 0.320000000 0.018900000 0.024151269
 590 0.120000000 0.018900000 0.024327909
 591 0.480000000 0.018900000 0.024549967
 592 0.000000000 0.020100000 0.024781293
 593 0.080000000 0.020100000 0.024935357
 594 0.000000000 0.020100000 0.025019687
 595 0.320000000 0.020100000 0.025096693
 596 0.400000000 0.021300000 0.025253420
 597 0.200000000 0.021300000 0.025452077
 598 0.000000000 0.021300000 0.025598536
 599 0.000000000 0.022600000 0.025654983
 600 0.080000000 0.022600000 0.025650253
 601 0.120000000 0.022600000 0.025618385
 602 0.800000000 0.024000000 0.025725429
 603 0.000000000 0.024000000 0.025920203
 604 0.000000000 0.024000000 0.026017099
 605 0.000000000 0.025300000 0.026027441
 606 0.320000000 0.025300000 0.026034909
 607 0.600000000 0.026700000 0.026173650
 608 0.080000000 0.026700000 0.026369577
 609 0.120000000 0.028000000 0.026509859
 610 0.000000000 0.028000000 0.026581592
 611 0.280000000 0.029400000 0.026630938
 612 0.600000000 0.029400000 0.026796362
 613 0.000000000 0.030800000 0.026995114
 614 0.000000000 0.030800000 0.027088651
 615 0.120000000 0.032200000 0.027117241
 616 0.000000000 0.033700000 0.027087605
 617 0.360000000 0.033700000 0.027064393
 618 0.000000000 0.035200000 0.027043217
 619 0.520000000 0.035200000 0.027064843
 620 0.000000000 0.036700000 0.027118498
 621 0.120000000 0.036700000 0.027111999
 622 0.080000000 0.036700000 0.027070376
 623 0.280000000 0.038200000 0.027035964
 624 0.000000000 0.038200000 0.026987359
 625 0.560000000 0.038200000 0.026994543
 626 0.080000000 0.039700000 0.027063370
 627 0.080000000 0.039700000 0.027078965
 628 0.000000000 0.039700000 0.027029299
 629 0.280000000 0.039700000 0.026970279
 630 0.120000000 0.041200000 0.026928405
 631 0.440000000 0.042800000 0.026940462
 632 0.080000000 0.042800000 0.026987062
 633 0.080000000 0.042800000 0.026983635
 634 0.400000000 0.042800000 0.027010888
 635 0.120000000 0.044400000 0.027070915
 636 0.320000000 0.044400000 0.027143618
 637 0.080000000 0.044400000 0.027215718
 638 0.280000000 0.045900000 0.027280069
 639 0.200000000 0.045900000 0.027363371
 640 0.120000000 0.045900000 0.027426220
 641 0.320000000 0.045900000 0.027499842
 642 0.080000000 0.047500000 0.027571102
 643 0.520000000 0.047500000 0.027689577
 644 0.000000000 0.047500000 0.027825567
 645 0.520000000 0.049200000 0.027981794
 646 0.480000000 0.049200000 0.028264021
 647 0.000000000 0.050900000 0.028532582
 648 0.520000000 0.050900000 0.028802587
 649 0.360000000 0.052500000 0.029154349
 650 0.120000000 0.052500000 0.029481520
 651 0.440000000 0.054200000 0.029807648
 652 0.360000000 0.054200000 0.030187203
 653 0.200000000 0.055800000 0.030553929
 654 0.120000000 0.057600000 0.030849426
 655 0.600000000 0.059300000 0.031181832
 656 0.160000000 0.061000000 0.031550284
 657 0.240000000 0.061000000 0.031862556
 658 0.600000000 0.062800000 0.032235234
 659 0.120000000 0.064500000 0.032624930
 660 0.160000000 0.066300000 0.032919624
 661 0.400000000 0.068100000 0.033201226
